index,symbol,message,timestamp_raw,timestamp_iso
33,AAPL,$AAPL selling iphone socks for $230 USD. Completely exploiting the poor. Tax the rich. Ban price gouging on stupid products like these $SPY $QQQ $DJT Bearish,2025-11-12T02:22:42Z,2025-11-12T02:22:42+00:00
34,AAPL,$AAPL $MRK $GOOG $TTD $MU,2025-11-12T02:11:00Z,2025-11-12T02:11:00+00:00
35,AAPL,"$GSAT $AAPL $SPACEX Um.... Musk - if he's the buyer - has demonstrated a fixation on the numbers 69 and 420. So perhaps the suggested ""threshold"" psycholigical breakout price will be 69.42[0] - :)",2025-11-12T02:04:57Z,2025-11-12T02:04:57+00:00
36,AAPL,"@raycoo80 Psychological barrier established, that would only be crossed when those in the know,  know the time is short and to gather all they can.",2025-11-12T02:04:57Z,2025-11-12T02:04:57+00:00
37,AAPL,$AAPL this entire year all I heard the analysts say was to “Sell” $AAPL .GIVEN the  type of year we’ve had $AAPL did very well. Seeing it get close to $300.00 puts a smile on my face.,2025-11-12T01:51:44Z,2025-11-12T01:51:44+00:00
38,AAPL,"$SPY much as i want to say higher from here, it's possible we head lower than what we saw last week 

it's anyone's guess at this point, but the rally has been fairly week, considering the news on gov shutdown 

probably worsens outlook for rates also $AAPL $NVDA $MSFT $META",2025-11-12T01:39:08Z,2025-11-12T01:39:08+00:00
39,AAPL,"$AAPL Not an apple investor or even a bull.  But there's a reason Charlie Munger and Warren Buffet staked nearly all their fortune onto the back of Tim Apple.  He has a zen monk like focus on the big picture, can ignore all the noise, and plays to the strengths of the company.  It'll be a classic tortoise beats the hare story.  While all his competitors drown in depreciation the next 10 years, Tim will go heavy in AI when the sector matures and he can start emptying out the treasure chest on making great products.",2025-11-12T01:29:59Z,2025-11-12T01:29:59+00:00
40,AAPL,$AAPL finance.yahoo.com/news/appl... Bullish,2025-11-12T01:29:59Z,2025-11-12T01:29:59+00:00
41,AAPL,$AAPL finance.yahoo.com/news/appl... Bullish,2025-11-12T01:22:06Z,2025-11-12T01:22:06+00:00
42,AAPL,"$AAPL View    the new Price Targets & Analyst Commentary for list of Analyst Firms below
 1. Argus
 2. TD Cowen
 3. Rosenblatt
 4. Evercore ISI
 5. DA Davidson
 6. HSBC
 7. UBS
 8. Baird
 9. Goldman Sachs
 10. Barclays
 11. JPMorgan
 12. Morgan Stanley
 13. Bank of America (BofA)
 14. Citi
 15. Wells Fargo
 16. Melius Research $QQQ investingyoung.ca/post/appl...",2025-11-12T01:18:20Z,2025-11-12T01:18:20+00:00
43,AAPL,Im in love with $AVGO $AMC $HOOD $AAPL This one works $COMPQ #research,2025-11-12T01:15:58Z,2025-11-12T01:15:58+00:00
44,AAPL,"$INTC don’t hold your breath for a foundry deal until Panther Lake chips are hitting store shelves and 18A is a proven process. We will see them hitting shelves in December / January… and then give it a few months for customers to evaluate and build confidence in the foundry before inking a deal or JV for 18A / 14A. 

So TDLR, you gotta wait 5 months for the first major foundry deal with a huge player like $AAPL $AMZN or $TSLA . Until then just buy, hold and be patient. Bullish",2025-11-12T00:32:19Z,2025-11-12T00:32:19+00:00
45,AAPL,"$AAPL Trade Plan:

Market Context: $AAPL closed at $275.61, showing strong momentum but currently overbought with an RSI of 84.05. The stock is trading above its 30-day moving average (MA30) of 261.11 and 50-day moving average (MA50) of 253.92, indicating bullish sentiment in the short term.

Directional Bias: Given the high RSI, there's a risk of a pullback. However, the stock remains near its 60-day high of 277.32, suggesting potential for a breakout if momentum continues. The 60-day low of 223.78 provides a reference for support.

Suggested Entry: Consider entering a long position if $AAPL breaks above $277.32 with volume confirmation. 

Stop: Place a stop-loss at $270.00 to manage risk.

Targets: Set the first target at $280.00 and a second target at $285.00, aligning with psychological levels and recent highs.

For further insights, visit privateprofiteers.com . privateprofiteers.com",2025-11-12T00:28:18Z,2025-11-12T00:28:18+00:00
46,AAPL,$AAPL Bearish,2025-11-12T00:15:06Z,2025-11-12T00:15:06+00:00
47,AAPL,$AAPL $300 a share by the end of the year .  It’s a lock ! Bullish,2025-11-12T00:12:25Z,2025-11-12T00:12:25+00:00
48,AAPL,$AAPL is near ATHs and you’re bearish? youtube.com/watch?v=lG9kuME...,2025-11-12T00:09:21Z,2025-11-12T00:09:21+00:00
49,AAPL,"💎 LiquidTheta® Live Actionable Trade

Asset: $AAPL Contracts: $AAPL December 18, 2026 $280 Calls

Scale in: $30.99- $37.88
Scale out: $120.53-$206.62

Profit Potential : 257% ROI Blended

Join 💎 Here: liquidtheta.com",2025-11-11T23:53:14Z,2025-11-11T23:53:14+00:00
50,AAPL,"$AAPL we arent really that far away from Terminator 2 Judgement day technology... ..."" SKYNET"".... as it was so aptly named..... i dont think its gonna be like that, but i do think we are seriously gonna see robot assistants for sale that will be able to gondo your errands for you once you train it for a month. ... lol. Wat an experience that would be.... and another status symbol.  I love Tesla too for this. Telsa and apple robots ... american made only. An we charge a licensing fee to outside robots with full override access .... they need me in that Marketing room..,. Its not hard guys.",2025-11-11T23:27:55Z,2025-11-11T23:27:55+00:00
51,AAPL,"$AAPL Apple Eco so strong !! A the services rev is huge , they have pieces of it everywhere , did you know peeps can use Apple Pay at yes Costco!! Corning  says the demand is ""remarkable"" for I Phone and Apple Watch glass.. to mention a few you don't see this published and republished multiple times like the  negative articles and sometimes it's not true",2025-11-11T23:26:48Z,2025-11-11T23:26:48+00:00
52,AAPL,"The smartest people are constantly revising their understanding, reconsidering a problem they thought they’d already solved. They’re open to new points of view, new information, new ideas, contradictions, and challenges to their own way of thinking. I see bright future for solid stocks with solid fundamentals, unfortunately most of the bearish comments I saw recently lack and logical ground $AAPL $AMD $SPY $NVDA $AMZN Bullish",2025-11-11T23:17:23Z,2025-11-11T23:17:23+00:00
53,AAPL,"$LPTH Will be interesting if $AAPL explore using Blackdiamond camera optical lens instead of Germanium. Less weight more control, thin glass. Bullish",2025-11-11T23:09:26Z,2025-11-11T23:09:26+00:00
54,AAPL,$AAPL the iPhone pocket is the worst “innovation” or product ever designed and made by any company on the stock exchange.,2025-11-11T23:06:08Z,2025-11-11T23:06:08+00:00
55,AAPL,$AAPL wen 300?,2025-11-11T23:05:40Z,2025-11-11T23:05:40+00:00
56,AAPL,Are we running out of innovating ideas ?? $AAPL,2025-11-11T23:00:19Z,2025-11-11T23:00:19+00:00
57,AAPL,$AAPL Apple confirmed that it removed Blued and Finka from its App Store in the country.,2025-11-11T22:52:14Z,2025-11-11T22:52:14+00:00
58,AAPL,$AAPL I will always love my sweet Apple. Year after year keeping me safe and happy. $30 avg and you become more beautiful every year,2025-11-11T22:48:20Z,2025-11-11T22:48:20+00:00
59,AAPL,$AAPL $300 incoming,2025-11-11T22:43:39Z,2025-11-11T22:43:39+00:00
60,AAPL,$AAPL love it Wall Street……. finance.yahoo.com/news/appl... Bullish,2025-11-11T22:37:53Z,2025-11-11T22:37:53+00:00
61,AAPL,$AAPL more Guy Adami self owning today. Bullish,2025-11-11T22:20:59Z,2025-11-11T22:20:59+00:00
62,AAPL,"$AAPL ok CNBC Fast M please just stop talking about Apple , you don’t understand this co and you missed the move!",2025-11-11T22:20:11Z,2025-11-11T22:20:11+00:00
63,AAPL,$AAPL $300+ by EOY 🎉🎉🎉 Bullish,2025-11-11T22:09:47Z,2025-11-11T22:09:47+00:00
64,AAPL,$AAPL youtube.com/watch?v=QWidoOP... Bullish,2025-11-11T22:03:41Z,2025-11-11T22:03:41+00:00
65,AAPL,$AAPL finance.yahoo.com/news/appl... Bullish,2025-11-11T22:02:41Z,2025-11-11T22:02:41+00:00
66,AAPL,"$SLS $AMZN $AAPL So you want to give me 2 kicks at the can for something that is worth $9 + all day every day for a $1.50 a share? And if GPS is all we think it to be worth even more? 
 
Hell yeah I'm game! Bring it on! 
 
Bring on all the f-ing shenanigans you can muster MFers!",2025-11-11T21:54:11Z,2025-11-11T21:54:11+00:00
67,AAPL,"$SLS While I don't typically like to put the cart before the horse, one has to consider their investment strategy going forward under different scenarios. 
 
I'm here for the binary event. If GPS is somehow compromised/delayed then I'm here for SLS 009. GPS potential is rare as it is but to have SLS 009 in reserve & hot in pursuit is just way out of the ordinary. It's huge & de-risks the investment overall & the current GPS focus. Biotech downside is normally $0 but not here b/c of SLS 009. 
 
Upside? What if SLS goes to $5, or $9-10? Or more? What's your end game? You should know it or at least know what you're saying you would do. 
 
For any that have held some of the fantastic stocks such as $AMZN or $AAPL since way back...do you still own them? How many were able to hold after a double? A triple? A 5x or 10x or more? 
 
Because I'm a value guy, I don't sell until I see my value price. In many cases that never happens b/c in my experiences the co. is bought out & the decision made for me.",2025-11-11T21:54:11Z,2025-11-11T21:54:11+00:00
68,AAPL,$NVDA Not good price action and certainly not a great close for what bulls were hoping for… $QQQ $SPY $TSLA $AAPL Bearish,2025-11-11T21:53:20Z,2025-11-11T21:53:20+00:00
69,AAPL,$AAPL Top of my list tomorrow. Bearish,2025-11-11T21:51:10Z,2025-11-11T21:51:10+00:00
70,AAPL,"Enter: $AAPL Calls
Strike Price: $275
Expiry Date: DEC 05 2025 

Buy in Price: $6.21 - $6.40
Sell Price: $10.00
Profit : +61% (Turn every $1 into $1.61)

Want Profitable Real-Time Options Alerts? 
👉 moneygroup.us",2025-11-11T21:47:34Z,2025-11-11T21:47:34+00:00
71,AAPL,"$AAPL Above $277-278, $285 can come fast!",2025-11-11T21:39:06Z,2025-11-11T21:39:06+00:00
72,AAPL,"$SLS While I don't typically like to put the cart before the horse, one has to consider their investment strategy going forward under different scenarios. 
 
I'm here for the binary event. If GPS is somehow compromised/delayed then I'm here for SLS 009. GPS potential is rare as it is but to have SLS 009 in reserve & hot in pursuit is just way out of the ordinary. It's huge & de-risks the investment overall & the current GPS focus. Biotech downside is normally $0 but not here b/c of SLS 009. 
 
Upside? What if SLS goes to $5, or $9-10? Or more? What's your end game? You should know it or at least know what you're saying you would do. 
 
For any that have held some of the fantastic stocks such as $AMZN or $AAPL since way back...do you still own them? How many were able to hold after a double? A triple? A 5x or 10x or more? 
 
Because I'm a value guy, I don't sell until I see my value price. In many cases that never happens b/c in my experiences the co. is bought out & the decision made for me.",2025-11-11T21:38:16Z,2025-11-11T21:38:16+00:00
73,AAPL,"$GSAT $AAPL $SPACEX @LilNappy666 @howardlindzon I believe you're quite right! I had long ago blocked Howard (not knowing he is ""Co-Founder and CEO Stocktwits"" - lol:) probably because of an often expressed dim view of Globalstar. So if HE has even come around (and I've unblocked him!) - reverse merger of Starlink into Globalstar, yielding a publicly traded ""Starlink Global"" - or something like that - must be imminent!",2025-11-11T21:31:23Z,2025-11-11T21:31:23+00:00
74,AAPL,$GSAT The buyout signal we needed. Bullish,2025-11-11T21:31:23Z,2025-11-11T21:31:23+00:00
75,AAPL,$AAPL Wall Street always knows Bullish,2025-11-11T21:30:56Z,2025-11-11T21:30:56+00:00
76,AAPL,"$AAPL Today was a good day. Nice to finally see this stock wake up. 🚀🚀
Friendly reminder that stocks only go 👆🏻🆙🆙🆙 Bullish",2025-11-11T21:26:25Z,2025-11-11T21:26:25+00:00
77,AAPL,$AAPL somebody knows something! Maybe Apple/Google partnership announcement?,2025-11-11T21:25:41Z,2025-11-11T21:25:41+00:00
